更新时间: 2026-03-16 16:44:45（北京时间）仅供娱乐,切勿商用。
宿迁新闻综合,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/sqxinwenzonghe/600/index.m3u8?msisdn=20260316160237532a48d7788840e4a153c148a7a2baad&mdspid=&spid=699067&netType=0&sid=5500469357&pid=2028597139&timestamp=20260316160237&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731832&ParentNodeID=-99&assertID=5500469357&client_ip=218.28.233.106&SecurityKey=20260316160237&promotionId=&mvid=5102012616&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=50a944c5036a5f44493d21fd904ab259
龍華日韓台,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn11
BesTV4K动画,http://180.171.157.7:8889/rtp/233.18.204.171:5140
徐州新闻综合,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/xzxinwenzonghe/600/index.m3u8?msisdn=202603161602379b8e3d814f484fbfb3c9807c6a884763&mdspid=&spid=699067&netType=0&sid=5500469368&pid=2028597139&timestamp=20260316160237&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731747&ParentNodeID=-99&assertID=5500469368&client_ip=218.28.233.106&SecurityKey=20260316160237&promotionId=&mvid=5102012620&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=fe0c46d3e5fd4d30d9d30a243ae34f06
龍華日韓台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn11
BesTV4K电影,http://180.171.157.7:8889/rtp/233.18.204.169:5140
优漫卡通频道,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/ymkt/600/index.m3u8?msisdn=20260316160237a5b76ff712614b829899b8ef409a8030&mdspid=&spid=699067&netType=0&sid=5500260553&pid=2028597139&timestamp=20260316160237&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064703&ParentNodeID=-99&assertID=5500260553&client_ip=218.28.233.106&SecurityKey=20260316160237&promotionId=&mvid=5100186455&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=8b68699ef614ed737a32f608dca8c713
龍華偶像台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn12&sd=1080&proxy=false
BesTV4K记录,http://180.171.157.7:8889/rtp/233.18.204.170:5140
江阴新闻综合,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/jyxwzh/50/20250604/index.m3u8?msisdn=20260316160238ef64e16354124a9fafd60881720ee922&mdspid=&spid=699067&netType=0&sid=5910022177&pid=2028597139&timestamp=20260316160238&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=955227979&ParentNodeID=-99&assertID=5910022177&client_ip=218.28.233.106&SecurityKey=20260316160238&promotionId=&mvid=5900006705&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=bed6e8bc599832c309d8ca33a8d5e51e
龍華偶像台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=litv-longturn12
天翼高清4K,http://180.171.157.7:8889/rtp/233.18.204.201:5140
南通新闻综合,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/ntxwzh/50/20250604/index.m3u8?msisdn=20260316160238b1ed1c9f180348c4b4a752d8e1060c9a&mdspid=&spid=699067&netType=0&sid=5910022178&pid=2028597139&timestamp=20260316160238&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=955227985&ParentNodeID=-99&assertID=5910022178&client_ip=218.28.233.106&SecurityKey=20260316160238&promotionId=&mvid=5900006706&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=967011b78f59724894dc75a6aade3386
龍華偶像台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn12
CCTV4K,http://58.35.95.16:9898/rtp/233.18.204.188:5140
宜兴新闻综合,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/yxxwzh/50/20250604/index.m3u8?msisdn=202603161602384b12721e13ac44d9937193f902a90193&mdspid=&spid=699067&netType=0&sid=5910022179&pid=2028597139&timestamp=20260316160238&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=955227996&ParentNodeID=-99&assertID=5910022179&client_ip=218.28.233.106&SecurityKey=20260316160238&promotionId=&mvid=5900006707&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=c2b58ce11e1af3579f42417d97026d8d
龍華偶像台,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn12
CCTV4K,http://58.35.95.16:9898/rtp/233.18.204.204:5140
溧水新闻综合,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/wxxwzh/50/20250604/index.m3u8?msisdn=20260316160238a53c090dc1474c2ebc72ac2224a6031f&mdspid=&spid=699067&netType=0&sid=5500469349&pid=2028597139&timestamp=20260316160238&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639737327&ParentNodeID=-99&assertID=5500469349&client_ip=218.28.233.106&SecurityKey=20260316160238&promotionId=&mvid=5102012612&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=520bd8e01384601e05466a03184aad05
龍華經典台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=litv-longturn21
东方卫视4K,http://58.35.95.16:9898/rtp/233.18.204.224:5140
陕西银龄频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/sxylpd/50/20250804/index.m3u8?msisdn=20260316160238799c3fa43a3a4dcaad73d1c1a13cebc4&mdspid=&spid=600572&netType=0&sid=5910022191&pid=2028597139&timestamp=20260316160238&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909362&ParentNodeID=-99&assertID=5910022191&client_ip=218.28.233.106&SecurityKey=20260316160238&promotionId=&mvid=5900006714&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=868da808263ae565098fba65594e4fcf
龍華經典台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn21&sd=1080&proxy=false
广东卫视4K,http://58.35.95.16:9898/rtp/233.18.204.218:5140
陕西都市青春频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/sxdsqc/50/20250804/index.m3u8?msisdn=20260316160238d34aac6efdc6410891ec130114c049e2&mdspid=&spid=600572&netType=0&sid=5910022190&pid=2028597139&timestamp=20260316160238&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909358&ParentNodeID=-99&assertID=5910022190&client_ip=218.28.233.106&SecurityKey=20260316160238&promotionId=&mvid=5900006713&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=aad6908acf291386bec5408fda1d3bff
龍華經典台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn21
深圳卫视4K,http://58.35.95.16:9898/rtp/233.18.204.219:5140
陕西秦腔频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/sxqqpd/50/20250804/index.m3u8?msisdn=20260316160238c4b0d6850742466ebe7ce88c05d1cbd9&mdspid=&spid=600572&netType=0&sid=5910022188&pid=2028597139&timestamp=20260316160238&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909303&ParentNodeID=-99&assertID=5910022188&client_ip=218.28.233.106&SecurityKey=20260316160238&promotionId=&mvid=5900006711&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=dc34e400ad9ed212edbe49fbac33f2c3
龍華經典台,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn21
山东卫视4K,http://58.35.95.16:9898/rtp/233.18.204.228:5140
陕西新闻资讯频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/sxxwzx/50/20250804/index.m3u8?msisdn=20260316160238aba17b2d35164b3a8aaf69dec13d0954&mdspid=&spid=600572&netType=0&sid=5910022187&pid=2028597139&timestamp=20260316160238&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909289&ParentNodeID=-99&assertID=5910022187&client_ip=218.28.233.106&SecurityKey=20260316160238&promotionId=&mvid=5900006710&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=0321ed91385c5a7cffa3b1683635f207
龍華電影台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn03&sd=1080&proxy=false
浙江卫视4K,http://58.35.95.16:9898/rtp/233.18.204.229:5140
财富天下,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cftx/50/20250804/index.m3u8?msisdn=202603161602399c062148f1e54482a74025cecbe5cb34&mdspid=&spid=600697&netType=0&sid=5910022193&pid=2028597139&timestamp=20260316160239&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956923159&ParentNodeID=-99&assertID=5910022193&client_ip=218.28.233.106&SecurityKey=20260316160239&promotionId=&mvid=5900006715&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=984dd2f02aa3d1c8439d8521210af86a
龍華電影台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=litv-longturn03
江苏卫视4K,http://58.35.95.16:9898/rtp/233.18.204.226:5140
镇江新闻综合,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/zjxwzh/50/20251127/index.m3u8?msisdn=20260316160239cb38cfd31b72415dba714b9d03160a5f&mdspid=&spid=699067&netType=0&sid=5500469365&pid=2028597139&timestamp=20260316160239&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731783&ParentNodeID=-99&assertID=5500469365&client_ip=218.28.233.106&SecurityKey=20260316160239&promotionId=&mvid=5102012619&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=002574cb7fb164c54cccae86fb899c31
龍華電影台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn03
欢笑剧场4K,http://58.35.95.16:9898/rtp/233.18.204.115:5140
辽宁广播电视台公共频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/lngg/50/20251225/index.m3u8?msisdn=20260316160239a192a79406e14e1bab7b901e7e18122a&mdspid=&spid=600697&netType=0&sid=5910022323&pid=2028597139&timestamp=20260316160239&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=962045223&ParentNodeID=-99&assertID=5910022323&client_ip=218.28.233.106&SecurityKey=20260316160239&promotionId=&mvid=5900006791&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b8743c366e573a250b48af17434abd49
龍華電影台,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn03
欢笑剧场4K,http://58.35.95.16:9898/rtp/233.18.204.205:5140
辽宁广播电视台生活频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/lnsh/50/20251225/index.m3u8?msisdn=20260316160239839666566bb44dc495406bd996d245ee&mdspid=&spid=600697&netType=0&sid=5910022324&pid=2028597139&timestamp=20260316160239&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=962045226&ParentNodeID=-99&assertID=5910022324&client_ip=218.28.233.106&SecurityKey=20260316160239&promotionId=&mvid=5900006792&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=88f74460acda8a0d05b05e4980000138
龍華洋片台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=litv-longturn02
BesTV4K动画,http://58.35.95.16:9898/rtp/233.18.204.171:5140
辽宁广播电视台影视剧频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/lnysj/50/20251225/index.m3u8?msisdn=202603161602392116ae086ba940d4b698fb93fba5e127&mdspid=&spid=600697&netType=0&sid=5910022326&pid=2028597139&timestamp=20260316160239&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=962067517&ParentNodeID=-99&assertID=5910022326&client_ip=218.28.233.106&SecurityKey=20260316160239&promotionId=&mvid=5900006789&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=49930f62c278e64437226e1310ddc0d9
龍華洋片台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn02&sd=1080&proxy=false
BesTV4K电影,http://58.35.95.16:9898/rtp/233.18.204.169:5140
宁夏广播电视台文旅频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/nxwl/50/20251225/index.m3u8?msisdn=2026031616023922c51d22721b4f61b8bccdefc737fdb4&mdspid=&spid=600697&netType=0&sid=5910022328&pid=2028597139&timestamp=20260316160239&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=962067523&ParentNodeID=-99&assertID=5910022328&client_ip=218.28.233.106&SecurityKey=20260316160239&promotionId=&mvid=5900006788&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=7122d0079e8ec094a903fdfa4ad22bef
龍華洋片台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn02
BesTV4K记录,http://58.35.95.16:9898/rtp/233.18.204.170:5140
宁夏广播电视台经济频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/nxjj/50/20251225/index.m3u8?msisdn=20260316160239922e2440bcf74a08afb4063b2b6fe807&mdspid=&spid=600697&netType=0&sid=5910022327&pid=2028597139&timestamp=20260316160239&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=962067520&ParentNodeID=-99&assertID=5910022327&client_ip=218.28.233.106&SecurityKey=20260316160239&promotionId=&mvid=5900006787&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=6024ad07989944d87276602bc4ee72d5
影迷數位電影台,http://tw-ty-line-11-1-5.sudatech.store:20319/li-4gtv-4gtv011/index.m3u8?proxy=true
天翼高清4K,http://58.35.95.16:9898/rtp/233.18.204.201:5140
经典香港电影,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/virtuallive/5100180869/75/index.m3u8?msisdn=20260316160239c998fddeb35e457ba37f2a47bb12d743&mdspid=&spid=800033&netType=0&sid=5500242089&pid=2028597139&timestamp=20260316160239&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=625703337&ParentNodeID=-99&assertID=5500242089&client_ip=218.28.233.106&SecurityKey=20260316160239&promotionId=&mvid=5100180869&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ac347881d0985a0765c93d394cfbf725
影迷數位電影台,https://4gtv.dxjc.pp.ua/li-4gtv-4gtv011/index.m3u8
华数爱上4K,http://111.196.132.166:20000/rtp/239.3.1.236:2000
抗战经典影片,http://hlsztemgsplive.miguvideo.com:8080/wd-virtuallive5100002089-75/index.m3u8?msisdn=20260316160240bb3dd038be4d40f9b9b1ed287b8483c3&mdspid=&spid=800033&netType=0&sid=5500002717&pid=2028597139&timestamp=20260316160240&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=617432318&ParentNodeID=-99&assertID=5500002717&client_ip=218.28.233.106&SecurityKey=20260316160240&promotionId=&mvid=5100002089&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=45f818f72ff9eeafcd2e8319c3f892be
影迷數位電影台,https://mao.ffmking888.dpdns.org/?id=5b2x6La35pW45L2N6Zu75b2x5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
北京IPTV4K超清,http://111.196.132.166:20000/rtp/239.3.1.249:8001
新片放映厅,http://hlsztemgsplive.miguvideo.com:8080/wd-virtuallive5100030975-75/index.m3u8?msisdn=20260316160240461fff3410634a8ab658729effa39ead&mdspid=&spid=800033&netType=0&sid=5500035175&pid=2028597139&timestamp=20260316160240&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=619495952&ParentNodeID=-99&assertID=5500035175&client_ip=218.28.233.106&SecurityKey=20260316160240&promotionId=&mvid=5100030975&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=5fe2f9b0400d0297293375be6d2574a1
影迷數位電影台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv011
华数爱上4K,http://114.243.168.34:8888/rtp/239.3.1.236:2000
CHC影迷电影,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/chcymdy/50/20250415/index.m3u8?msisdn=202603161602407a293152a2ae438cbe242994a6ee4c97&mdspid=&spid=699004&netType=0&sid=5910022176&pid=2028597139&timestamp=20260316160240&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=952383261&ParentNodeID=-99&assertID=5910022176&client_ip=218.28.233.106&SecurityKey=20260316160240&promotionId=&mvid=5900006704&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=618cfcf7c6b9ceeee1e6a2293d85a0cd
影迷數位電影台,https://4gtv.dxjc.pp.ua/4gtv-4gtv011/index.m3u8
北京IPTV4K超清,http://114.243.168.34:8888/rtp/239.3.1.249:8001
和美乡途轮播台,http://hlsztemgsplive.miguvideo.com:8080/migu/virtuallive2/5900002411/50/20210706/index.m3u8?msisdn=2026031616024062c4365784844bdca139f0fc77aee896&mdspid=&spid=800033&netType=0&sid=5910019525&pid=2028597139&timestamp=20260316160240&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=713591450&ParentNodeID=-99&assertID=5910019525&client_ip=218.28.233.106&SecurityKey=20260316160240&promotionId=&mvid=5900002421&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=71793c477197556a959d4724e9c80f2a
影迷數位電影台,http://tw-ty-line-11-1-5.sudatech.store:20319/4gtv-4gtv011/index.m3u8?proxy=true
东方卫视4K,http://114.236.5.33:4000/rtp/239.49.1.70:8000
中国天气,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/zgtq/50/20251103/index.m3u8?msisdn=20260316160240d62a83f60a9a4b0b9cb9eef1601fa163&mdspid=&spid=600697&netType=0&sid=5910022296&pid=2028597139&timestamp=20260316160240&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=959986621&ParentNodeID=-99&assertID=5910022296&client_ip=218.28.233.106&SecurityKey=20260316160240&promotionId=&mvid=5900006772&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=8fc3d76c5a97b241d877aab9a6547aa5
影迷數位電影台,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv011
东方卫视4K,http://114.236.5.33:4000/rtp/239.49.8.38:8000
山东教育,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/sdjyws/50/20250915/index.m3u8?msisdn=20260316160241ac1acd98d7024dabb67d8350d5087196&mdspid=&spid=600697&netType=0&sid=5910022199&pid=2028597139&timestamp=20260316160241&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609154353&ParentNodeID=-99&assertID=5910022199&client_ip=218.28.233.106&SecurityKey=20260316160241&promotionId=&mvid=2200208305&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1c3c4f119da3f262f26cbe126aae2f18
影迷數位電影台,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv011
广东卫视4K,http://114.236.5.33:4000/rtp/239.49.1.26:8000
熊猫频道01高清,http://hlsztemgsplive.miguvideo.com:8080/ws_x/2018/xiongmao/HD/1000/index.m3u8?msisdn=202603161602410639814f150345adb10fa9ba90daff4a&mdspid=&spid=699004&netType=0&sid=2202634723&pid=2028597139&timestamp=20260316160241&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609158151&ParentNodeID=-99&assertID=2202634723&client_ip=218.28.233.106&SecurityKey=20260316160241&promotionId=&mvid=2202634723&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=0ff35e34da68d63a39c1e86352f3675f
影迷數位紀實台,https://mao.ffmking888.dpdns.org/?id=5b2x6La35pW45L2N57SA5aam5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
广东卫视4K,http://114.236.5.33:4000/rtp/239.49.1.24:8000
熊猫频道1,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/xiongmao01/1000/index.m3u8?msisdn=202603161602413928e9f925ed41deb060a0f3d922b837&mdspid=&spid=699004&netType=0&sid=2200200699&pid=2028597139&timestamp=20260316160241&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608933610&ParentNodeID=-99&assertID=2200200699&client_ip=218.28.233.106&SecurityKey=20260316160241&promotionId=&mvid=2200200699&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=69b72b629faf32498fd4dce1c6c7d039
影迷數位紀實台,http://tw-ty-line-11-1-5.sudatech.store:20319/li-litv-ftv15/index.m3u8?proxy=true
欢笑剧场4K,http://114.236.5.33:4000/rtp/239.49.8.106:8000
熊猫频道2,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/xiongmao02/1000/index.m3u8?msisdn=20260316160241f87d09643db84ef994a4f11f7d73951e&mdspid=&spid=699004&netType=0&sid=2200200717&pid=2028597139&timestamp=20260316160241&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608933640&ParentNodeID=-99&assertID=2200200717&client_ip=218.28.233.106&SecurityKey=20260316160241&promotionId=&mvid=2200200717&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=dcb65737396344990921f984249229a8
影迷數位紀實台,https://4gtv.dxjc.pp.ua/li-litv-ftv15/index.m3u8
江苏卫视4K,http://114.236.5.33:4000/rtp/239.49.1.61:8000
熊猫频道3,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/xiongmao03/1000/index.m3u8?msisdn=202603161602410eed5a9d03af408bba7cf7ab3571ab71&mdspid=&spid=699004&netType=0&sid=2200200738&pid=2028597139&timestamp=20260316160241&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608934619&ParentNodeID=-99&assertID=2200200738&client_ip=218.28.233.106&SecurityKey=20260316160241&promotionId=&mvid=2200200738&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=43760678edf20ae3f3d8d6f4234631e0
影迷數位紀實台,https://4gtv.dxjc.pp.ua/litv-ftv15/index.m3u8
江苏卫视4K,http://114.236.5.33:4000/rtp/239.49.8.82:8000
熊猫频道4,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/xiongmao04/1000/index.m3u8?msisdn=202603161602410b27f2c997de4cdb869eee50d18300a2&mdspid=&spid=699004&netType=0&sid=2200200771&pid=2028597139&timestamp=20260316160241&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608934721&ParentNodeID=-99&assertID=2200200771&client_ip=218.28.233.106&SecurityKey=20260316160241&promotionId=&mvid=2200200771&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a2a8a8a87e89782b2b5d4298629ca0a7
影迷數位紀實台,http://tw-ty-line-11-1-5.sudatech.store:20319/litv-ftv15/index.m3u8?proxy=true
江苏卫视4K,http://114.236.5.33:4000/rtp/239.49.1.62:8000
熊猫频道5,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/xiongmao05/1000/index.m3u8?msisdn=202603161602417c8f7cc4a539411081bf08fe7ab0083b&mdspid=&spid=699004&netType=0&sid=2200200791&pid=2028597139&timestamp=20260316160241&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608935104&ParentNodeID=-99&assertID=2200200791&client_ip=218.28.233.106&SecurityKey=20260316160241&promotionId=&mvid=2200200791&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=c92d5d0ad1d6123d7335a5d22df9c2ca
amc電影台,https://mao.ffmking888.dpdns.org/?id=YW1j6Zu75b2x5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
山东卫视4K,http://114.236.5.33:4000/rtp/239.49.1.72:8000
熊猫频道6,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/xiongmao06/1000/index.m3u8?msisdn=20260316160241ea42d1be5ce947c094f56e1f8eedaeb8&mdspid=&spid=699004&netType=0&sid=2200200817&pid=2028597139&timestamp=20260316160241&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608935797&ParentNodeID=-99&assertID=2200200817&client_ip=218.28.233.106&SecurityKey=20260316160241&promotionId=&mvid=2200200817&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=9a26e024538761c8c11b39b31fcac0f8
amc電影台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv017
深圳卫视4K,http://114.236.5.33:4000/rtp/239.49.1.28:8000
